ligand_idx,smiles,delta_g_kcal_mol,mw,rot_bonds,hbd,hba,qed,sa,n_rings,max_poly_run,max_alkyne_run,pains_flag,brenk_flag,source
245,[C]/[C]=C1\[N][C][N][C][C]1[C]/[C]=[C]/[C]=C=[C]/C([C])=[C]/[C]=[C]/[C],0.0,244.212,5,0,0,0.5035,7.5267,1,5,0,0,1,recovered_735
247,[C][C]([C][C]=O)c1[c][c]c([C])[c]c1[C],0.0,160.131,3,0,1,0.6344,7.3897,1,0,0,0,0,recovered_735
248,[C][C][C][C][C]N[C]([C])/[C]=[C]/C#C[C][C]([C])[C],0.0,195.18,7,1,1,0.3555,7.1928,0,1,1,0,1,recovered_735
249,[C][C][C]/[C]=[C]/[C]([C])[C]c1[c][c]n[c]c1-c1[c][c][c][c][c]1,0.0,242.216,6,0,1,0.7503,7.9007,2,1,0,0,0,recovered_735
25,[C][C]N[C]([C][C]1[C][C][C][C]1Cl)/[C]=[C]/C([C])=[C]/[C]=[C]/[C],0.0,254.655,7,1,1,0.5382,7.3427,1,3,0,0,1,recovered_735
250,[C][C]/[C]=[C]/[C][C]1[C@@]2([C])[N@@]3[C][C@@]132,0.0,134.117,3,0,1,0.4878,7.4334,3,1,0,0,1,recovered_735
251,[C][C]/[C]=[C]/[C]([C])/[C]=[C]/[C@]12[C][C@]13[C][C]32,0.0,156.143,4,0,0,0.5668,7.3526,3,1,0,0,0,recovered_735
253,[C][C][C][C]([C])[C]/[C]=[C]/[C]/[C]=C1\[C][C][C]2[C]([C][C][C])[C][C]=[C][C]21,0.0,264.242,8,0,0,0.6275,7.7854,2,1,0,0,0,recovered_735
254,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C]1Oc2[c][c][c][c]c2[C]N1C1=C(N[C])[C][C][C][C]1,0.0,321.274,6,1,3,0.7996,7.8958,3,3,0,0,1,recovered_735
255,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
256,[C][C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/C([C][C][C]c1[c][c][c][c]n1)=[C]\[C]=[C],0.0,266.238,10,0,1,0.585,7.7529,1,3,0,0,1,recovered_735
258,[C][C]/[C]=[C]/[C]/[C]=N/[C]=[C]/C1=[C][C]=N[C]1[C][C]c1[c][c]nnc1[C],0.0,284.237,8,0,4,0.6607,7.5507,2,2,0,0,1,recovered_735
259,[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/N/[C]=[C]/NC(=O)c1[c][c][c][c]c1[C][C]=O,0.0,290.237,9,2,3,0.4946,7.13,1,4,0,0,1,recovered_735
26,[C]N/[C]=N/[C]=[C]/NC([C])=O,0.0,132.102,3,2,2,0.288,6.5907,0,1,0,0,1,recovered_735
260,[C][C][C]1[C][C]2[C][C]3[C]N[C]1[C]3[C]2,0.0,147.136,1,1,1,0.5657,6.0949,3,0,0,0,0,recovered_735
261,[C][C]/[C]=C([C][C])\[C]=[C]\[C]=[C]\c1[c][c]c2[c][c][c][c]c2[c]1,0.0,240.22,5,0,0,0.7026,7.8831,2,3,0,0,1,recovered_735
262,[C][C][C]1[C][C][N][C]1[C][C][C]=N,0.0,137.121,4,1,1,0.537,7.2479,1,0,0,0,1,recovered_735
263,[C]N[C]([C]1[C][C][C][C][C]1[C][C][C]=[C])/C([C])=[C]/C1=[C][C]=[C][C][C]1,0.0,267.246,7,1,1,0.7342,4.4417,2,3,0,0,0,recovered_735
264,[C]C(=O)N[C]C1=[C]/C(=[C]/[N][C]/[C]=[C]/[C]=[C]/[C]=[C])N[C]=[C]1,0.0,252.212,7,2,2,0.3632,7.2888,1,3,0,0,1,recovered_735
265,[C][C]N1[C][C]=[C][C]=C1[C],0.0,110.095,1,0,1,0.4721,7.8839,1,2,0,0,0,recovered_735
266,[C]/C([C]/N=[C]/[C]=[C])=[C]\C([C])=[C]\[C]=[C]\[C]=[C]\[C]=[C]\c1[c][c][c][c]n1,0.0,280.245,8,0,2,0.5219,7.7992,1,5,0,0,1,recovered_735
267,[C][C][C][C][C][C][C][C]([C])[C][C]1[C]=[C][C]=C1Cl,0.0,215.618,8,0,0,0.5435,7.3165,1,2,0,0,1,recovered_735
269,[C][C]([C])N[C]c1[c][c]n[c]c1Cl,0.0,172.574,3,1,2,0.6833,7.0411,1,0,0,0,1,recovered_735
27,[C][C][C][C]([C])[C]1[C][C][C]=[C]C1=[C],0.0,144.132,3,0,0,0.555,7.7751,1,2,0,0,0,recovered_735
270,[C][C][C][C][C][C]1[C][C][C][C]C1=[C],0.0,144.132,4,0,0,0.5172,7.7485,1,1,0,0,1,recovered_735
271,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C][C][C]([C])[C]([C])[C]1[C],0.0,192.176,3,0,0,0.5911,7.6191,1,3,0,0,1,recovered_735
272,[C][C]([C])[C]/[C]=[C]/[C]=[C]/[C]=C(\[C])C(=[C])/[C]=[C]/[N]/[C]=[C]\[NH],0.0,233.209,8,0,0,0.5557,7.5309,0,5,0,0,1,recovered_735
273,[C][C][C](Cl)/[C]=[C]/[C]=C(/[C]Cl)S[C]1[C][C][C]N1,0.0,262.12,6,1,2,0.7382,7.0801,1,2,0,0,1,recovered_735
275,[C][C]/[C]=[C]/[C]=[C]/Br,0.0,151.97,2,0,0,0.5233,6.965,0,2,0,0,1,recovered_735
276,[C]/[C]=[C]/[C]=[C]/[C]S/[C]=[C]/[C]([C])C1=C(Cl)[C][C][C]1,0.0,247.685,6,0,1,0.5138,7.3389,1,2,0,0,1,recovered_735
277,N[C][C][C]/[C]=[C]/C1=[C][C]=[C][C][C]1,0.0,148.144,4,1,1,0.4523,7.5503,1,3,0,0,1,recovered_735
278,[C][C]/[C]=[C]/[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C],0.0,192.176,7,0,0,0.5332,7.3617,0,5,0,0,1,recovered_735
279,[C][C][C]NC1=C([C])[C]C([C][C]PNC2=[C][C][C][C][C]2)=[C]1,0.0,266.199,8,2,2,0.3927,6.589,2,2,0,0,1,recovered_735
28,[C][C][C]1[C]=[C][C]=C1[C][C]/[C]=[C]/[C]C1=[C][C]=[C][C]1,0.0,204.187,6,0,0,0.6152,7.818,2,2,0,0,0,recovered_735
280,[C][C]/[C]=C([C][C][C][C][C]=[C])/[C]=C1\[C]2[C][C][N][C]1[C][C]2,0.0,230.205,7,0,0,0.5821,6.7088,2,2,0,0,1,recovered_735
281,[C][C][C][C]c1c([C])[c][c][c]c1NC(=O)/[C]=[C]/[C][C]1[C][C][C][C]1[C][C],0.0,295.256,8,1,1,0.7229,7.3772,2,1,0,0,1,recovered_735
282,[C][C][C][C][C][C][C]C1=[C][C]=C([C][C])[C][C]1,0.0,180.165,7,0,0,0.5189,7.7135,1,2,0,0,1,recovered_735
283,[C]C1([C])[C]=[C]c2c([C]3[C]=[C][C]=[C]3)[c][c][c]c21,0.0,192.176,1,0,0,0.6285,7.9052,3,2,0,0,0,recovered_735
284,[C][C][C]([C][C][C]([C])N)[C][C]1[C][C][C][C]2N[C][C][C]12,0.0,223.214,6,2,2,0.6755,7.4911,2,0,0,0,0,recovered_735
285,[C][C]([C])[C]/[C]=[C]/[C]C1=[C][C]2[C][C]=[C][C]([C]2)[C]1,0.0,192.176,4,0,0,0.6308,7.1881,2,1,0,0,0,recovered_735
286,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]C#C/[C]=[C]/[C],0.0,180.165,5,0,0,0.4381,7.2241,0,3,1,0,1,recovered_735
287,[C][C]1[C]=[C]C(=O)C2=C([C])[C][C]=C12,0.0,148.12,0,0,1,0.4914,6.9712,2,2,0,0,0,recovered_735
288,[C][C][C][C][C]1[C][C]2[C][C]=[C][C]2/C1=[C]\[C]=[C]\[C],0.0,192.176,4,0,0,0.6308,7.5693,2,2,0,0,0,recovered_735
289,[C][C][C][C]c1[c][c][c][c]c1/C([C]/[C]=[C]/[C]=[C]/[C])=[C]\[C]([C])[C],0.0,252.231,8,0,0,0.6207,7.7885,1,2,0,0,1,recovered_735
29,[C]C1=[C][C](N2[C][C]=[C][C]=C2C2=[C][C]=[C][C]2C2=[C][C]ON=C2N[C]N)[C]=[C]1,0.0,327.282,4,2,5,0.7319,7.7228,4,4,0,0,1,recovered_735
290,[C][C]1[C][C][C](/[C]=[C]/[C]=[C]/C([C])([C])c2[c][c][c][c]c2[NH])[C]1,0.0,243.224,4,0,0,0.7162,7.8532,2,2,0,0,1,recovered_735
291,[C][C]N[C][C@]12[C]N[C][C]1[C]=[C]/C(=[C]/[C]=[C]/[C])[C]2[C]=C=[C][C]=[C],0.0,270.25,6,2,2,0.4217,5.3647,2,3,0,0,1,recovered_735
292,[C][C]/[C]=[C]/[C]=[C]/PN1[C][C]=[C][C]=C1[C],0.0,190.121,4,0,1,0.4771,6.4883,1,2,0,0,1,recovered_735
293,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]([C])c1[c][c][c][c][c]1,0.0,228.209,7,0,0,0.6217,7.8023,1,4,0,0,1,recovered_735
294,[C][C][C][C][C]C(=[C])n1[c][c][c]c1[C],0.0,158.139,5,0,0,0.5606,7.6922,1,1,0,0,1,recovered_735
295,[C][C]1C([C])=[C][C]=C1/[C]=[C]/[C]/[C]=[C]/[C]=[C]/Cl,0.0,203.607,4,0,0,0.6133,7.3579,1,3,0,0,1,recovered_735
296,[C][C]/[C]=C([C])/[C]=[C]/[C][C]1[C][C][C]2[C]=[C]N[C]12,0.0,195.18,4,1,1,0.6541,7.6058,2,2,0,0,1,recovered_735
297,[C]O/[C]=C1\[C]=[C][C][C@]2([C])[C]=[C][C][C]12,0.0,160.131,1,0,1,0.5177,6.7192,2,2,0,0,1,recovered_735
298,[C]c1[c][c]c([C]N[C]=O)c(Cl)[c]1,0.0,174.566,3,1,1,0.6727,6.8033,1,0,0,0,1,recovered_735
299,[C][C][C][C][C]([C])[C]/[C]=[C]/[C]=[C]/[C]1[C]=[C][C]=[C]1,0.0,192.176,7,0,0,0.5332,7.6641,1,2,0,0,1,recovered_735
3,[C][C]/C([C]N([C])[C][C]=[C])=[C]\[C]=[C]\[C],0.0,158.139,6,0,1,0.4066,7.5332,0,2,0,0,1,recovered_735
30,[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]=C(\Br)[C]1O[C@@]12[C][C]2[C],0.0,276.068,5,0,1,0.5506,7.9141,2,2,0,0,1,recovered_735
300,[C]C(=[C])[C]C(=O)[C][C][C][C]N[C]/[C]=[C]/[C]c1[c][c][c][c][c]1,0.0,259.223,11,1,2,0.4672,7.5347,1,1,0,0,1,recovered_735
301,[C][C][C][C]N/[C]=C1/N[C]=[C][C]=C1/[C]=[C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C]=[C],0.0,282.261,9,2,2,0.3735,7.7076,1,7,0,0,1,recovered_735
303,[C][C][C][C][C][C][C]C1=C(C(=O)N([C])[C][C][C])[C]2[C]N[C]1[C]2,0.0,261.219,9,1,2,0.4776,7.7172,2,1,0,0,1,recovered_735
304,[C][C][C][C][C][C]/[C]=[C]/[C][C]N[C][C]1[C][C][C][C]1,0.0,207.191,10,1,1,0.4126,7.6302,1,1,0,0,1,recovered_735
305,[C]c1[c][c]c(/[C]=[C]/c2[c][c][c]c([C]=O)c2[C])c([C])[c]1,0.0,232.197,3,0,1,0.7292,7.6473,2,1,0,0,1,recovered_735
306,[C][C]/[C]=[C]/[C]=[C]/[C]=C1\[C]([C])[C][C]C1=[C],0.0,168.154,3,0,0,0.5568,7.5181,1,4,0,0,1,recovered_735
307,[C][C]([C])[C][C]1[C][C][C]=[C]1,0.0,108.099,2,0,0,0.4889,7.8279,1,1,0,0,0,recovered_735
308,[C]P/C(Cl)=[C]\[C]([C])[C],0.0,139.501,2,0,0,0.5124,7.555,0,1,0,0,1,recovered_735
309,[C]/[C]=[C]/N=[C]/C([C]Cl)=[C]\[C]=[C]\[C]=[C]\[C]([C])O,0.0,222.61,6,1,2,0.5358,6.9955,0,3,0,0,1,recovered_735
31,[C][C][C][C](N)[C][C]/[C]=[C]/[C]=C1\[C][C][C][C]2O[C]3[C][C][C]=[C]C3=[C][C]21,0.0,296.264,6,1,2,0.8012,7.6099,3,2,0,0,0,recovered_735
310,[C][C][C]1[C][C][C][C]1[C]/[C]=[C]/[C]C(=O)[C][C][C][C](N)N1[C][C][C]N1,0.0,289.253,10,2,4,0.5759,7.4196,2,1,0,0,0,recovered_735
311,[C]=[C]/[C]=[C]/[C]=[C]/[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/Cl,0.0,203.607,7,0,0,0.4375,7.2254,0,3,0,0,1,recovered_735
312,[C]N/[C]=[C]/[C]=C=[C][C][C]([C])/[C]=[C]/[C]=[C]/[C]1[C]=[C][C]=[C]N1,0.0,246.228,7,2,2,0.3892,7.6405,1,3,0,0,1,recovered_735
313,[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/Nc1n[c][c]c2c1[C]1[C][C][C][C]2[C]1[C]=O,0.0,285.241,6,1,3,0.6263,7.8825,3,4,0,0,1,recovered_735
314,[C]/[C]=[C]/[C]=C1/[C]=[C][C][C]2[C][C][C][C@]21[C],0.0,168.154,1,0,0,0.5502,6.7519,2,3,0,0,0,recovered_735
315,[C][C][C]c1[c][c][c][nH]1,0.0,99.092,2,1,0,0.5558,7.6601,1,0,0,0,0,recovered_735
316,[C]C1=C(Cl)/C(=[C]\[C]=[C]\[C]=[C]\[C]=[C])[C]=[C]P1,0.0,223.578,3,0,0,0.5096,7.5892,1,5,0,0,1,recovered_735
317,[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/N=[C]/N[C]1SC(Cl)=[C]N=C1c1[c][c][c][c][c]1,0.0,338.758,7,1,3,0.3579,7.3854,2,4,0,0,1,recovered_735
319,[C][C]([C]=[C])[C]1[C][C][C@@]2([C][C]c3[c][c][c][c][c]3)[C][C][C][C]12,0.0,240.22,5,0,0,0.733,7.2878,3,1,0,0,0,recovered_735
32,[C][C]/[C]=[C]/[C]=[C]/[C][C]/[C]=[C]/[C]=[C]/c1[c][c][c][c]c1NC([C])=O,0.0,271.234,8,1,1,0.5593,7.38,1,2,0,0,1,recovered_735
320,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C@]12[C][C@@]13[C][C]23,0.0,192.176,6,0,0,0.5534,7.3516,3,4,0,0,1,recovered_735
321,[C][C]/[C]=[C]/[C][C][C]c1[c][c][c][c]c1[C],0.0,168.154,5,0,0,0.5802,7.7191,1,1,0,0,1,recovered_735
322,[C][C]N([C])[C][C][C]/[C]=[C]/[C]=[C]/c1[c][c][c][nH]1,0.0,197.176,7,1,1,0.3883,7.6414,1,2,0,0,1,recovered_735
323,[C]C1=[C]/C(=[C]/[C]=[C])C(Cl)=[C][C]1,0.0,155.563,1,0,0,0.5411,7.2217,1,3,0,0,0,recovered_735
324,[C][C][C][C][C][C][C][C]/[C]=[C]/N1[C][C]N2[C]1O[C]([C])[C]1[C][C]=C([C])[C]=C12,0.0,308.255,8,0,3,0.6274,7.7135,3,2,0,0,1,recovered_735
325,[C][C]C1=C(/[C]=[C]/[C]=[C]/[C]=[C]/Cl)S[C][C]1,0.0,211.652,4,0,1,0.6442,7.2273,1,4,0,0,1,recovered_735
326,[C][C]/[C]=[C]/[C]([C][C]c1[c][c]n[c][c]1)/[C]=[C]/c1[c][c][c][nH]1,0.0,245.22,7,1,1,0.7782,7.8233,2,1,0,0,0,recovered_735
327,[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/C(=[C]\N[C])c1[c][c]c([C])[c][c]1,0.0,231.213,6,1,1,0.5738,7.7101,1,2,0,0,1,recovered_735
329,[C][C][C][C]1[C][C][C]C1=[C],0.0,108.099,2,0,0,0.4906,7.7162,1,1,0,0,0,recovered_735
33,[C][C](/[C]=[C]/Cl)/[C]=[C]/C([C])=[C]/[C]=[C]/[C]=C([C])/[C]=[C]/[C]=[C],0.0,251.651,7,0,0,0.6094,7.4346,0,6,0,0,1,recovered_735
330,[C][C]/[C]=[C]/[C]=C1[C]2[C][C][C]([C][C]=[C])[C]1[C][C]2,0.0,192.176,4,0,0,0.6308,6.6381,2,2,0,0,0,recovered_735
331,[C][C]C1=C([C][C]([C])[C]2[C]=[C][C]C2=[C])[C][C][C]1[C]F,0.0,223.185,5,0,0,0.6686,7.5089,2,1,0,0,0,recovered_735
334,[C][C]([C])/[C]=[C]/[C]/C([C])=C(Cl)/C([C])=[C]/[C]=[C]/c1[c][c]nnn1,0.0,281.661,6,0,3,0.7396,7.1486,1,3,0,0,1,recovered_735
335,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]c1[c]nc(C2=[C][C]=[C][C]2[C])[c]n1,0.0,268.234,6,0,2,0.7261,7.7202,2,4,0,0,1,recovered_735
336,[C][C]([C])/[C]=[C]/[C]=[C]/[C]=C([C]N)\[C]=[C]\[C]=[C]\[C]=[C],0.0,208.199,7,1,1,0.4854,7.3557,0,6,0,0,1,recovered_735
337,[C]C(/[C]=[C]/[C]=[C]/[C]S[C]1[C][C][C][C]1)=[C]\[C]=[C],0.0,212.232,6,0,1,0.6062,7.6244,1,4,0,0,1,recovered_735
338,[C][C][C]/[C]=[C]/c1[c][c][c][c]c1[C]([C])[C][C]/[C]=[C]/[C]([C])[O],0.0,244.208,8,0,0,0.6607,7.6377,1,1,0,0,0,recovered_735
339,[C][C][C][C]1[C][C][C][C][C]1[C][C]1[C]2[C][C][C]1N[C]2,0.0,207.191,4,1,1,0.7188,7.0857,3,0,0,0,0,recovered_735
34,[C][C][C]c1[c][c]c([C])c([C]/[C]=[C]/[C][C])[c]1,0.0,180.165,5,0,0,0.6418,7.6653,1,1,0,0,0,recovered_735
340,[C]/[C]=[C]/[C]=[C]/[C]=C([C])/[C]=[C]/[C]=[C]/[C]([C][C]1[C][C][C]C1=[C])/[C]=[C]/N1[C]=[C]Nc2[c][c][c][c]c21,0.0,389.352,9,1,2,0.6536,5.9635,3,5,0,0,1,recovered_735
341,[C][C]=C=[C]/[C]=[C]/[C]=[C]/[C]=[C]/NC(=O)[C][C]1[C]=[C][C]=[C]1,0.0,235.201,6,1,1,0.404,7.1619,1,5,0,0,1,recovered_735
342,[C][C][C][C][C]([C])[C][C]([C])[C][C]/[C]=[C]/[C]([C]O)[C][C][C],0.0,233.205,12,1,1,0.5382,7.4381,0,1,0,0,0,recovered_735
343,[C][C][C]N[C][C@@]1([C])[N][C]N([C][C][C]/[C]=[C]/[C]/[C]=C(\[C])[C][C][C])[C]1[C],0.0,295.26,12,1,2,0.4116,5.8707,1,1,0,0,1,recovered_735
344,[C][C][C]/C([C])=[C]/[C]=[C]/[C]=[C]/Cl,0.0,155.563,4,0,0,0.5411,7.1471,0,3,0,0,1,recovered_735
345,[C][C]([C]c1[c][c][c][c][c]1)C([C])=O,0.0,148.12,3,0,1,0.6073,7.4345,1,0,0,0,0,recovered_735
346,[C]N/[C]=[C]/[C]=C1\[C][C][C][C]1[C]/[C]=N/[C]=[C]/c1[c]c2[c][c][c][c]c2[c]n1,0.0,307.271,6,1,3,0.646,7.9342,3,2,0,0,1,recovered_735
347,[C][C][C][C][C][C]1[C][C]([C][C]/[C]=[C]/[C][C])C(=O)[C]1,0.0,208.175,8,0,1,0.5388,7.2636,1,1,0,0,1,recovered_735
348,[C][C]([C])/[C]=N/[C][C][C]n1[c][c][c]c1[C]Cl,0.0,207.599,6,0,1,0.4931,7.4654,1,0,0,0,1,recovered_735
349,[C][C][C]/[C]=[C]/[C]=C(/[C]N1[C][C]2[C][C]1[C][C][C]2Cl)c1[c][c][c][c][c]1,0.0,301.691,6,0,1,0.729,7.0673,3,2,0,0,1,recovered_735
35,[C][C][C][C][C][C]S/[C]=[C]/c1[c][c][c][c]c1/[C]=[C]/Cl,0.0,259.696,8,0,1,0.6472,7.5184,1,1,0,0,1,recovered_735
350,[C]/[C]=[C]/C1=C([C])[C]=[C][C]1,0.0,108.099,1,0,0,0.4674,7.6678,1,3,0,0,0,recovered_735
351,[C][C][C][C][C]([C][C]/[C]=[C]/[C]=C(/[C])Cl)/[C]=[C]/c1nc([C])[nH]c1[N]Cl,0.0,330.133,10,1,1,0.6583,6.9008,1,2,0,0,1,recovered_735
352,[C]C1([C])[C]=[C]C(=[C][C][C]/[C]=[C]/[C]=[C])[C]=[C]1,0.0,180.165,4,0,0,0.4504,7.7691,1,3,0,0,1,recovered_735
353,[C][C]1[C]=[C][C][C][C]1[C]C(=[C])[C][C]c1[c][c]c([C])[c]c1[C],0.0,240.22,5,0,0,0.7367,7.9262,2,1,0,0,0,recovered_735
354,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
356,[C]/[C]=[C]/[C]=[C]/[C]=C1/[C][C]/C(=[C]\[C]=[C])[C]1[C]Cl,0.0,215.618,4,0,0,0.6301,7.353,1,3,0,0,1,recovered_735
357,[C][C][C]1[C][C]S[C]=C1[C]=O,0.0,144.154,2,0,2,0.5723,7.2288,1,1,0,0,0,recovered_735
358,[C]c1[c][c][c][c]c1[C]=O,0.0,112.087,1,0,1,0.5097,7.3881,1,0,0,0,0,recovered_735
359,[C][C]C1=C2O[C]([C])[C]([C]3[C]4[C][C]=[C][C]3[C]3[C][C][C]4[C]3)C2=[C][C]1,0.0,268.23,2,0,1,0.7425,7.2736,5,2,0,0,0,recovered_735
36,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]c1sn[c]c1[C],0.0,250.261,7,0,2,0.6723,7.312,1,5,0,0,1,recovered_735
360,[C][C][C](/[C]=[C]/[C]=[C])C(=[C])/[C]=[C]/C([C])=[C]/[C]([C])[C],0.0,204.187,7,0,0,0.5516,7.6221,0,3,0,0,1,recovered_735
361,[C][C][C][C]C1=[C]/C(=[C]/C([C])=O)[C]2C(=[C][C]=C2[N][C]=[C])[C]1,0.0,246.204,6,0,1,0.6367,7.4101,2,2,0,0,1,recovered_735
362,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
363,[C][C]/[C]=[C]/C#C[C][C]/C([C])=[C]/[C]=[C]/[C],0.0,168.154,4,0,0,0.4345,7.231,0,2,1,0,1,recovered_735
364,[C][C][C][C]/C([C])=[C]/C1=[C]C([C])([C])[C][C]=[C]1,0.0,180.165,4,0,0,0.6111,7.8482,1,3,0,0,0,recovered_735
365,[C]C(=[C])[C]/[C]=[C]/[C][C][C@]([C])(C#[C])Nc1[c][c][c][c][c]1,0.0,231.213,7,1,1,0.6963,6.2565,1,1,1,0,1,recovered_735
367,[C]c1[c][c][c][c]c1[C]/[C]=[C]/[C]=N/[C]=[C],0.0,170.15,4,0,1,0.5974,7.7223,1,1,0,0,1,recovered_735
368,[C][C]Nc1[c][c][c][c]c1[C]Cl,0.0,158.567,3,1,1,0.6586,7.329,1,0,0,0,1,recovered_735
369,[C][C]c1[c][c][c]c2c1[C][C][C@]1([C])N[C][C][C]21,0.0,195.18,1,1,1,0.6916,6.5011,3,0,0,0,0,recovered_735
37,[C][C]/[C]=C1/[C]=C([C])[C][C]=C1/[C]=[C]/[C][C]O,0.0,185.161,4,1,1,0.6969,7.4528,1,4,0,0,0,recovered_735
371,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
372,[C][C]([C])/[C]=[C]/[C][C]C1=[C][C]=[C][C][C]1,0.0,156.143,4,0,0,0.572,7.8385,1,2,0,0,0,recovered_735
373,[C][C]([C])c1[c][c][c][c]c1C(=O)N([C])[C][C]1[C][C][C][C]1[C][C]=N,0.0,273.23,6,1,2,0.6103,7.4931,2,0,0,0,1,recovered_735
374,[C]/[C]=[C]/[C]=C(\[C])[C][C][C]N[C]([C])[C][C]C(=O)[C]/[C]=[C]/c1[c][c][c]nn1,0.0,311.259,12,1,4,0.3399,7.3666,1,2,0,0,1,recovered_735
375,[C][C][C]/[C]=[C]/[C]=[C]/[C](N)C#CCl,0.0,171.586,4,1,1,0.4905,6.4875,0,2,1,0,1,recovered_735
376,[C][C]([C])[C][C][C][C]1[C][C][C]2[C][C]([C])[C]=[C][C]12,0.0,192.176,4,0,0,0.6295,7.7124,2,1,0,0,0,recovered_735
377,[C][C][C][C][C][C][C]C(=[C])/[C]=[C]/[C]1[C][C][C][C][C]1,0.0,204.187,8,0,0,0.4145,7.7968,1,2,0,0,1,recovered_735
378,[C][C]/[C]=[C]/c1[c][c]c([C])[c]c1[C],0.0,144.132,2,0,0,0.5835,7.6905,1,1,0,0,0,recovered_735
379,[C]/[C]=[C]/[C]=[C]/[C]=C(\[C])[C][C]C#[C],0.0,144.132,4,0,0,0.4071,7.349,0,3,1,0,1,recovered_735
38,[C]/C([C][C@]12[C][C][C][C]1[C][C]c1[c][c][c][c]c12)=[C]\[C]=[C],0.0,228.209,3,0,0,0.6885,7.153,3,2,0,0,1,recovered_735
380,[C]C(=[C])/[C]=[C]/[C]=[C]/[C][C]c1[c][c][c][c]c1[C],0.0,192.176,5,0,0,0.6198,7.7557,1,3,0,0,1,recovered_735
382,[C][C][C][C][C]O[C]=O,0.0,104.064,5,0,2,0.4566,6.7484,0,0,0,0,1,recovered_735
383,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
384,[C][C][C]C1=C([C]N([C]c2[c][c][c][c][c]2)[C]([C])[C])[C]=[C][C]1,0.0,242.216,7,0,1,0.6537,7.9584,2,2,0,0,1,recovered_735
385,[C][C][C][C][C]S[C][C][C][C][C][C][C]1[C][C][C@]([C])([O])[C]1F,0.0,271.251,11,0,1,0.5265,7.7198,1,0,0,0,1,recovered_735
386,[C][C]([C])[C][C]/[C]=C(\[C]=[C]\[C]=[C]\[C]=[C])C1=[C][C][C][C][C]1[C][C][O],0.0,268.23,9,0,0,0.5676,7.6849,1,5,0,0,1,recovered_735
387,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C][C][C]2[C]([C][C][O])[C][C][C@]2([C][C])[C]1,0.0,292.252,8,0,0,0.6066,6.3267,2,4,0,0,1,recovered_735
388,[C][C][C][C]1[C][C][C][C]=C1[C]([C])c1[c][c][c][c][c]1,0.0,204.187,4,0,0,0.697,4.7635,2,1,0,0,0,recovered_735
389,[C][C][C][C][C][C][C]/[C]=[C]/[C]/C([C])=[C]/C1=N[C]2C([C])=[C][C]=[C]C2=[C]1,0.0,278.249,9,0,1,0.5706,7.6212,2,3,0,0,1,recovered_735
39,[C][C]OC(=O)N/[C]=[C]/[C]/[C]=C1\[N][C]2[C][C]([C][C]=[C])[C]1[C]2,0.0,253.196,6,1,2,0.6988,7.6109,2,1,0,0,1,recovered_735
390,[C]/[C]=[C]/[C]=[C]/N/[C]=[C]/[C]c1[c][c][c][c]c1[C][C]=C=[C][C]([C])[C]1[C][C]1,0.0,291.268,9,1,1,0.4135,7.7538,2,2,0,0,1,recovered_735
391,[C]/[C]=[C]/[C]=[C]/c1[c][c]c([C])[c]c1[C]Cl,0.0,191.596,3,0,0,0.6407,7.4345,1,2,0,0,1,recovered_735
392,[C]/[C]=[C]/[C]=[C]/[C]1[C][C]1[C]1[C][C]1,0.0,132.121,3,0,0,0.5002,7.4175,2,2,0,0,1,recovered_735
393,[C]/[C]=[C]/C1=C([C])C([C])=C([C])S[C]1,0.0,164.188,1,0,1,0.5695,7.4918,1,3,0,0,0,recovered_735
